date,density,type,manufacturer,part_number,price_usd,pct_change_vs_last_pull,explanation,explanation_source
2026/7/25,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.08,0,,
2026/7/25,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/25,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/25,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/25,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/25,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/25,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/25,1Gb,NAND,Winbond,W25N01GVZEIG,3.57,0,,
2026/7/25,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/25,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/25,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/25,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/7/26,128Mb,NOR,Winbond,W25Q128JVSIQ,3.97,0,,
2026/7/26,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/7/26,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/7/26,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/7/26,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.08,0,,
2026/7/26,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/26,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/26,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/26,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/26,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/26,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/26,1Gb,NAND,Winbond,W25N01GVZEIG,3.57,0,,
2026/7/26,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/26,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/26,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/26,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/7/27,128Mb,NOR,Winbond,W25Q128JVSIQ,3.97,0,,
2026/7/27,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/7/27,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/7/27,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/7/27,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.08,0,,
2026/7/27,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/27,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/27,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/27,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/27,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/27,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/27,1Gb,NAND,Winbond,W25N01GVZEIG,3.57,0,,
2026/7/27,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/27,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/27,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/27,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/7/28,128Mb,NOR,Winbond,W25Q128JVSIQ,3.97,0,,
2026/7/28,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/7/28,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/7/28,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/7/28,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.08,0,,
2026/7/28,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/28,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/28,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/28,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/28,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/28,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/28,1Gb,NAND,Winbond,W25N01GVZEIG,3.57,0,,
2026/7/28,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/28,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/28,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/28,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/7/29,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,6.05,,
2026/7/29,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/7/29,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/7/29,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/7/29,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.08,0,,
2026/7/29,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/29,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/29,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/29,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/29,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/29,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/29,1Gb,NAND,Winbond,W25N01GVZEIG,3.57,0,,
2026/7/29,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/29,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/29,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/29,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/7/30,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/7/30,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/7/30,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/7/30,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/7/30,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.75,32.21,,
2026/7/30,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/30,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/30,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/30,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/30,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/30,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/30,1Gb,NAND,Winbond,W25N01GVZEIG,3.57,0,,
2026/7/30,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/30,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/30,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/30,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/7/31,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/7/31,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/7/31,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/7/31,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/7/31,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.75,0,,
2026/7/31,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/7/31,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/7/31,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/7/31,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/7/31,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/7/31,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/7/31,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/7/31,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/7/31,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/7/31,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/1,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/1,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/1,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/1,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/1,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.75,0,,
2026/8/1,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/1,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/1,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/1,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/1,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/1,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/1,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/1,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/1,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/8/1,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/2,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/2,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/2,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/2,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/2,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.75,0,,
2026/8/2,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/2,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/2,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/2,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/2,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/2,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/2,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/2,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/2,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/8/2,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/3,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/3,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/3,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/3,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/3,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.75,0,,
2026/8/3,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/3,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/3,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/3,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/3,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/3,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/3,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/3,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/3,2Gb,NAND,Winbond,W25N02KVZEIR,18.35,0,,
2026/8/3,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/4,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/4,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/4,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/4,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/4,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,-5.45,,
2026/8/4,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/4,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/4,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/4,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/4,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/4,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/4,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/4,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/4,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,25.01,,
2026/8/4,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/5,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/5,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/5,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/5,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/5,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/5,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/5,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/5,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/5,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/5,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/5,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/5,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/5,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/5,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/5,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/6,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/6,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/6,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/6,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/6,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/6,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/6,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/6,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/6,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/6,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/6,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/6,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/6,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/6,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/6,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/7,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/7,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/7,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/7,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/7,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/7,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/7,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/7,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/7,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/7,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/7,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/7,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/7,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/7,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/7,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/8,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/8,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/8,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/8,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/8,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/8,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/8,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/8,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/8,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/8,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/8,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/8,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/8,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/8,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/8,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/9,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/9,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/9,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/9,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/9,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/9,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/9,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/9,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/9,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/9,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/9,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/9,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/9,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/9,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/9,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/10,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/10,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/10,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/10,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/10,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/10,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/10,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/10,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/10,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/10,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/10,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/10,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/10,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/10,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/10,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/11,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/11,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/11,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/11,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/11,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/11,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/11,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/11,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/11,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,-12.57,,
2026/8/11,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/11,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/11,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/11,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/11,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/11,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/11,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/12,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/12,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/12,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/12,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/12,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/12,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/12,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/12,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/12,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/12,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/12,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/12,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/12,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/12,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/12,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/12,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/13,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/13,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/13,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/13,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/13,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/13,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/13,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/13,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/13,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/13,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/13,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/13,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/13,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/13,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/13,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/13,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/14,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/14,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/14,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/14,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/14,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/14,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/14,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/14,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/14,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/14,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/14,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/14,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/14,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/14,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/14,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/14,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/15,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/15,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/15,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/15,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
